"City","Region","Population","Country","city_country"
"Danao","Central Visayas","156,300","Philippines","Danao, Philippines"
"Daraga","Bicol","133,900","Philippines","Daraga, Philippines"
"Dasmariñas","Calabarzon","703,100","Philippines","Dasmariñas, Philippines"
"Datu Odin Sinsuat","Bangsamoro","116,800","Philippines","Datu Odin Sinsuat, Philippines"
"Davao City","Davao","1,776,900","Philippines","Davao City, Philippines"
"Digos","Davao","246,800","Philippines","Digos, Philippines"
"Dinalupihan","Central Luzon","118,200","Philippines","Dinalupihan, Philippines"
"Dipolog","Zamboanga Peninsula","138,100","Philippines","Dipolog, Philippines"
"Dumaguete","Central Visayas","134,100","Philippines","Dumaguete, Philippines"
"Floridablanca","Central Luzon","135,500","Philippines","Floridablanca, Philippines"
"Gapan","Central Luzon","123,000","Philippines","Gapan, Philippines"
"General Mariano Alvarez","Calabarzon","172,400","Philippines","General Mariano Alvarez, Philippines"
"General Santos","Soccsksargen","697,300","Philippines","General Santos, Philippines"
"General Trias","Calabarzon","450,800","Philippines","General Trias, Philippines"
"Gingoog","Northern Mindanao","136,700","Philippines","Gingoog, Philippines"
"Glan","Soccsksargen","109,500","Philippines","Glan, Philippines"
"Guagua","Central Luzon","128,900","Philippines","Guagua, Philippines"
"Guiguinto","Central Luzon","113,400","Philippines","Guiguinto, Philippines"
"Guihulngan","Central Visayas","102,700","Philippines","Guihulngan, Philippines"
"Guimba","Central Luzon","127,700","Philippines","Guimba, Philippines"
"Hagonoy","Central Luzon","133,400","Philippines","Hagonoy, Philippines"
"Himamaylan","Western Visayas","116,200","Philippines","Himamaylan, Philippines"
"Ilagan","Cagayan Valley","158,200","Philippines","Ilagan, Philippines"
"Iligan","Northern Mindanao","363,100","Philippines","Iligan, Philippines"
"Iloilo City","Western Visayas","457,600","Philippines","Iloilo City, Philippines"
"Imus","Calabarzon","496,800","Philippines","Imus, Philippines"
"Iriga","Bicol","114,500","Philippines","Iriga, Philippines"
"Isabela City","Zamboanga Peninsula","130,400","Philippines","Isabela City, Philippines"
"Jolo","Bangsamoro","173,300","Philippines","Jolo, Philippines"
"Kabankalan","Western Visayas","200,200","Philippines","Kabankalan, Philippines"
"Kawit","Calabarzon","107,500","Philippines","Kawit, Philippines"
"Kidapawan","Soccsksargen","160,800","Philippines","Kidapawan, Philippines"
"Koronadal","Soccsksargen","195,400","Philippines","Koronadal, Philippines"
"La Trinidad","Cordillera","137,400","Philippines","La Trinidad, Philippines"
"Labo","Bicol","109,200","Philippines","Labo, Philippines"
"Lamitan","Bangsamoro","100,200","Philippines","Lamitan, Philippines"
"Laoag","Ilocos","111,700","Philippines","Laoag, Philippines"
"Lapu-Lapu","Central Visayas","497,600","Philippines","Lapu-Lapu, Philippines"
"Las Piñas","Metro Manila","606,300","Philippines","Las Piñas, Philippines"
"Legazpi","Bicol","209,500","Philippines","Legazpi, Philippines"
"Libmanan","Bicol","113,000","Philippines","Libmanan, Philippines"
"Ligao","Bicol","118,100","Philippines","Ligao, Philippines"
"Liloan","Central Visayas","153,200","Philippines","Liloan, Philippines"
"Lingayen","Ilocos","107,700","Philippines","Lingayen, Philippines"
"Lipa","Calabarzon","372,900","Philippines","Lipa, Philippines"
"Los Baños","Calabarzon","115,400","Philippines","Los Baños, Philippines"
"Lubao","Central Luzon","173,500","Philippines","Lubao, Philippines"
"Lucena","Calabarzon","278,900","Philippines","Lucena, Philippines"
"Mabalacat","Central Luzon","293,200","Philippines","Mabalacat, Philippines"
"Magalang","Central Luzon","124,200","Philippines","Magalang, Philippines"
"Makati","Metro Manila","629,600","Philippines","Makati, Philippines"
"Malabon","Metro Manila","380,500","Philippines","Malabon, Philippines"
"Malasiqui","Ilocos","143,100","Philippines","Malasiqui, Philippines"
"Malaybalay","Northern Mindanao","190,700","Philippines","Malaybalay, Philippines"
"Malita","Davao","118,200","Philippines","Malita, Philippines"
"Malolos","Central Luzon","261,200","Philippines","Malolos, Philippines"
"Malungon","Soccsksargen","105,500","Philippines","Malungon, Philippines"
"Mandaluyong","Metro Manila","425,800","Philippines","Mandaluyong, Philippines"
"Mandaue","Central Visayas","364,100","Philippines","Mandaue, Philippines"
"Mangaldan","Ilocos","113,200","Philippines","Mangaldan, Philippines"
"Manila","Metro Manila","1,846,500","Philippines","Manila, Philippines"
"Manolo Fortich","Northern Mindanao","113,200","Philippines","Manolo Fortich, Philippines"
"Maramag","Northern Mindanao","108,300","Philippines","Maramag, Philippines"
"Marawi","Bangsamoro","207,000","Philippines","Marawi, Philippines"
"Marikina","Metro Manila","456,100","Philippines","Marikina, Philippines"
"Marilao","Central Luzon","254,500","Philippines","Marilao, Philippines"
"Mariveles","Central Luzon","149,900","Philippines","Mariveles, Philippines"
"Masbate City","Bicol","104,500","Philippines","Masbate City, Philippines"
"Mati","Davao","147,500","Philippines","Mati, Philippines"
"Mexico","Central Luzon","173,400","Philippines","Mexico, Philippines"
"Meycauayan","Central Luzon","225,700","Philippines","Meycauayan, Philippines"
"Midsayap","Soccsksargen","165,400","Philippines","Midsayap, Philippines"
"Minglanilla","Central Visayas","151,000","Philippines","Minglanilla, Philippines"
"Muntinlupa","Metro Manila","543,400","Philippines","Muntinlupa, Philippines"
"Naga","Bicol","209,200","Philippines","Naga, Philippines"
"Naga","Central Visayas","133,200","Philippines","Naga, Philippines"
"Naic","Calabarzon","161,000","Philippines","Naic, Philippines"
"Nasugbu","Calabarzon","136,500","Philippines","Nasugbu, Philippines"
"Naujan","Mimaropa","109,600","Philippines","Naujan, Philippines"
"Navotas","Metro Manila","247,500","Philippines","Navotas, Philippines"
"Norzagaray","Central Luzon","136,100","Philippines","Norzagaray, Philippines"
"Olongapo","Central Luzon","260,300","Philippines","Olongapo, Philippines"
"Ormoc","Eastern Visayas","231,000","Philippines","Ormoc, Philippines"
"Ozamiz","Northern Mindanao","140,300","Philippines","Ozamiz, Philippines"
"Quezon","Northern Mindanao","109,600","Philippines","Quezon, Philippines"
"Pagadian","Zamboanga Peninsula","210,500","Philippines","Pagadian, Philippines"
"Panabo","Davao","209,200","Philippines","Panabo, Philippines"
"Pandi","Central Luzon","155,200","Philippines","Pandi, Philippines"
"Paniqui","Central Luzon","103,000","Philippines","Paniqui, Philippines"
"Parang","Bangsamoro","102,900","Philippines","Parang, Philippines"
"Parañaque","Metro Manila","690,000","Philippines","Parañaque, Philippines"
"Pasay","Metro Manila","440,700","Philippines","Pasay, Philippines"
"Pasig","Metro Manila","803,200","Philippines","Pasig, Philippines"
"Pikit","Soccsksargen","164,700","Philippines","Pikit, Philippines"
"Plaridel","Central Luzon","114,400","Philippines","Plaridel, Philippines"
"Polomolok","Soccsksargen","172,600","Philippines","Polomolok, Philippines"
"Porac","Central Luzon","140,800","Philippines","Porac, Philippines"
"Puerto Princesa","Mimaropa","307,100","Philippines","Puerto Princesa, Philippines"
"Pulilan","Central Luzon","108,800","Philippines","Pulilan, Philippines"
"Quezon City","Metro Manila","2,960,000","Philippines","Quezon City, Philippines"
"Rodriguez","Calabarzon","444,000","Philippines","Rodriguez, Philippines"
"Rosario, Batangas","Calabarzon","128,400","Philippines","Rosario, Batangas, Philippines"
"Rosario, Cavite","Calabarzon","110,800","Philippines","Rosario, Cavite, Philippines"
"Roxas","Western Visayas","179,300","Philippines","Roxas, Philippines"
"Sagay","Western Visayas","148,900","Philippines","Sagay, Philippines"
"Samal","Davao","116,800","Philippines","Samal, Philippines"
"San Carlos","Ilocos","205,400","Philippines","San Carlos, Philippines"
"San Carlos","Western Visayas","132,700","Philippines","San Carlos, Philippines"
"San Fernando","Central Luzon","354,700","Philippines","San Fernando, Philippines"
"San Fernando","Ilocos","125,600","Philippines","San Fernando, Philippines"
"San Ildefonso","Central Luzon","115,700","Philippines","San Ildefonso, Philippines"
"San Jose","Central Luzon","150,900","Philippines","San Jose, Philippines"
"San Jose","Mimaropa","153,300","Philippines","San Jose, Philippines"
"San Jose del Monte","Central Luzon","651,800","Philippines","San Jose del Monte, Philippines"
"San Juan","Calabarzon","114,100","Philippines","San Juan, Philippines"
"San Juan","Metro Manila","126,300","Philippines","San Juan, Philippines"
"San Mateo","Calabarzon","273,300","Philippines","San Mateo, Philippines"
"San Miguel","Central Luzon","172,100","Philippines","San Miguel, Philippines"
"San Pablo","Calabarzon","285,300","Philippines","San Pablo, Philippines"
"San Pedro","Calabarzon","326,000","Philippines","San Pedro, Philippines"
"San Rafael","Central Luzon","103,100","Philippines","San Rafael, Philippines"
"Santa Cruz","Calabarzon","123,600","Philippines","Santa Cruz, Philippines"
"Santa Cruz","Davao","101,100","Philippines","Santa Cruz, Philippines"
"Santa Maria","Central Luzon","289,800","Philippines","Santa Maria, Philippines"
"Santa Rosa","Calabarzon","414,800","Philippines","Santa Rosa, Philippines"
"Santiago","Cagayan Valley","148,600","Philippines","Santiago, Philippines"
"Santo Tomas","Calabarzon","218,500","Philippines","Santo Tomas, Philippines"
"Santo Tomas","Davao","128,700","Philippines","Santo Tomas, Philippines"
"Sariaya","Calabarzon","161,900","Philippines","Sariaya, Philippines"
"Silang","Calabarzon","295,600","Philippines","Silang, Philippines"
"Silay","Western Visayas","130,500","Philippines","Silay, Philippines"
"Sindangan","Zamboanga Peninsula","104,000","Philippines","Sindangan, Philippines"
"Sorsogon City","Bicol","182,200","Philippines","Sorsogon City, Philippines"
"Subic","Central Luzon","111,900","Philippines","Subic, Philippines"
"Sultan Kudarat","Bangsamoro","105,100","Philippines","Sultan Kudarat, Philippines"
"Surigao City","Caraga","171,100","Philippines","Surigao City, Philippines"
"T'boli","Soccsksargen","101,000","Philippines","T'boli, Philippines"
"Tabaco","Bicol","141,000","Philippines","Tabaco, Philippines"
"Tabuk","Cordillera","121,000","Philippines","Tabuk, Philippines"
"Tacloban","Eastern Visayas","251,900","Philippines","Tacloban, Philippines"
"Tacurong","Soccsksargen","109,300","Philippines","Tacurong, Philippines"
"Tagbilaran","Central Visayas","105,000","Philippines","Tagbilaran, Philippines"
"Taguig","Metro Manila","886,700","Philippines","Taguig, Philippines"
"Tagum","Davao","296,200","Philippines","Tagum, Philippines"
"Talavera","Central Luzon","132,300","Philippines","Talavera, Philippines"
"Talipao","Bangsamoro","100,100","Philippines","Talipao, Philippines"
"Talisay","Central Visayas","263,000","Philippines","Talisay, Philippines"
"Talisay","Western Visayas","108,900","Philippines","Talisay, Philippines"
"Tanauan","Calabarzon","193,900","Philippines","Tanauan, Philippines"
"Tanay","Calabarzon","139,400","Philippines","Tanay, Philippines"
"Tanza","Calabarzon","312,100","Philippines","Tanza, Philippines"
"Tarlac City","Central Luzon","385,400","Philippines","Tarlac City, Philippines"
"Tayabas","Calabarzon","112,700","Philippines","Tayabas, Philippines"
"Taytay","Calabarzon","386,500","Philippines","Taytay, Philippines"
"Tiaong","Calabarzon","106,300","Philippines","Tiaong, Philippines"
"Toledo","Central Visayas","207,300","Philippines","Toledo, Philippines"
"Trece Martires","Calabarzon","210,500","Philippines","Trece Martires, Philippines"
"Tuguegarao","Cagayan Valley","166,300","Philippines","Tuguegarao, Philippines"
"Urdaneta","Ilocos","144,600","Philippines","Urdaneta, Philippines"
"Valencia","Northern Mindanao","216,500","Philippines","Valencia, Philippines"
"Valenzuela","Metro Manila","715,000","Philippines","Valenzuela, Philippines"
"Zamboanga City","Zamboanga Peninsula","977,200","Philippines","Zamboanga City, Philippines"
"Białystok","Podlaskie","292,058","Poland","Białystok, Poland"
"Bielsko-Biała","Silesian","166,189","Poland","Bielsko-Biała, Poland"
"Bydgoszcz","Kuyavian-Pomeranian","328,370","Poland","Bydgoszcz, Poland"
"Bytom","Silesian","148,687","Poland","Bytom, Poland"
"Chorzów","Silesian","101,184","Poland","Chorzów, Poland"
"Częstochowa","Silesian","207,117","Poland","Częstochowa, Poland"
"Dąbrowa Górnicza","Silesian","114,148","Poland","Dąbrowa Górnicza, Poland"
"Elbląg","Warmian-Masurian","113,195","Poland","Elbląg, Poland"
"Gdańsk","Pomeranian","486,492","Poland","Gdańsk, Poland"
"Gdynia","Pomeranian","242,141","Poland","Gdynia, Poland"
"Gliwice","Silesian","170,457","Poland","Gliwice, Poland"
"Gorzów Wielkopolski","Lubusz","115,847","Poland","Gorzów Wielkopolski, Poland"
"Katowice","Silesian","279,119","Poland","Katowice, Poland"
"Kielce","Świętokrzyskie","183,147","Poland","Kielce, Poland"
"Koszalin","West Pomeranian","105,905","Poland","Koszalin, Poland"
"Kraków","Lesser Poland","804,237","Poland","Kraków, Poland"
"Łódź","Łódź","655,279","Poland","Łódź, Poland"
"Lublin","Lublin","330,447","Poland","Lublin, Poland"
"Olsztyn","Warmian-Masurian","167,844","Poland","Olsztyn, Poland"
"Opole","Opole","126,300","Poland","Opole, Poland"
"Płock","Masovian","111,927","Poland","Płock, Poland"
"Poznań","Greater Poland","540,146","Poland","Poznań, Poland"
"Radom","Masovian","196,918","Poland","Radom, Poland"
"Ruda Śląska","Silesian","131,062","Poland","Ruda Śląska, Poland"
"Rybnik","Silesian","131,323","Poland","Rybnik, Poland"
"Rzeszów","Podkarpackie","197,536","Poland","Rzeszów, Poland"
"Sosnowiec","Silesian","188,151","Poland","Sosnowiec, Poland"
"Szczecin","West Pomeranian","390,278","Poland","Szczecin, Poland"
"Tarnów","Lesser Poland","103,515","Poland","Tarnów, Poland"
"Toruń","Kuyavian-Pomeranian","195,263","Poland","Toruń, Poland"
"Tychy","Silesian","122,605","Poland","Tychy, Poland"
"Wałbrzych","Lower Silesian","101,082","Poland","Wałbrzych, Poland"
"Warsaw","Masovian","1,861,644","Poland","Warsaw, Poland"
"Włocławek","Kuyavian-Pomeranian","101,450","Poland","Włocławek, Poland"
"Wrocław","Lower Silesian","674,132","Poland","Wrocław, Poland"
"Zabrze","Silesian","154,642","Poland","Zabrze, Poland"
"Zielona Góra","Lubusz","139,132","Poland","Zielona Góra, Poland"
"Amadora","Lisbon","174,511","Portugal","Amadora, Portugal"
"Braga","North","197,594","Portugal","Braga, Portugal"
"Cascais","Lisbon","213,928","Portugal","Cascais, Portugal"
"Coimbra","Central","142,252","Portugal","Coimbra, Portugal"
"Funchal","Madeira","106,429","Portugal","Funchal, Portugal"
"Lisbon","Lisbon","548,703","Portugal","Lisbon, Portugal"
"Loures","Lisbon","203,724","Portugal","Loures, Portugal"
"Porto","North","240,592","Portugal","Porto, Portugal"
"Sintra","Lisbon","388,767","Portugal","Sintra, Portugal"
"Vila Nova de Gaia","North","307,563","Portugal","Vila Nova de Gaia, Portugal"
"Bayamón","189,200",NA,"Puerto_Rico","Bayamón, Puerto_Rico"
"Caguas","134,500",NA,"Puerto_Rico","Caguas, Puerto_Rico"
"Carolina","161,900",NA,"Puerto_Rico","Carolina, Puerto_Rico"
"Ponce","149,000",NA,"Puerto_Rico","Ponce, Puerto_Rico"
"San Juan","355,100",NA,"Puerto_Rico","San Juan, Puerto_Rico"
"Doha","Ad-Dawhah","1,186,023","Qatar","Doha, Qatar"
"Al Rayyan","Al Rayyan","799,933","Qatar","Al Rayyan, Qatar"
"Saint-Denis","Arrondissement de Saint-Denis","154,765","Réunion","Saint-Denis, Réunion"
"Saint-Paul","Arrondissement de Saint-Paul","105,240","Réunion","Saint-Paul, Réunion"
"Arad","Arad","145,078","Romania","Arad, Romania"
"Bacău","Bacău","136,087","Romania","Bacău, Romania"
"Baia Mare","Maramureș","108,759","Romania","Baia Mare, Romania"
"Brăila","Brăila","154,686","Romania","Brăila, Romania"
"Brașov","Brașov","237,589","Romania","Brașov, Romania"
"Bucharest","Bucharest","1,716,961","Romania","Bucharest, Romania"
"Buzău","Buzău","103,481","Romania","Buzău, Romania"
"Cluj-Napoca","Cluj","286,598","Romania","Cluj-Napoca, Romania"
"Constanța","Constanța","263,688","Romania","Constanța, Romania"
"Craiova","Dolj","234,140","Romania","Craiova, Romania"
"Galați","Galați","217,851","Romania","Galați, Romania"
"Iași","Iași","271,692","Romania","Iași, Romania"
"Oradea","Bihor","183,105","Romania","Oradea, Romania"
"Pitești","Argeș","141,275","Romania","Pitești, Romania"
"Ploiești","Prahova","180,540","Romania","Ploiești, Romania"
"Sibiu","Sibiu","134,309","Romania","Sibiu, Romania"
"Târgu Mureș","Mureș","116,033","Romania","Târgu Mureș, Romania"
"Timișoara","Timiș","250,849","Romania","Timișoara, Romania"
"Abakan","Khakassia","185,348","Russia","Abakan, Russia"
"Almetyevsk","Tatarstan","164,145","Russia","Almetyevsk, Russia"
"Angarsk","Irkutsk Oblast","218,386","Russia","Angarsk, Russia"
"Arkhangelsk","Arkhangelsk Oblast","298,617","Russia","Arkhangelsk, Russia"
"Armavir","Krasnodar Krai","184,219","Russia","Armavir, Russia"
"Artyom","Primorsky Krai","108,690","Russia","Artyom, Russia"
"Arzamas","Nizhny Novgorod Oblast","103,997","Russia","Arzamas, Russia"
